"","Erpobdellidae","Glossiphonidae","Lumbricidae","Lumbriculidae","Naididae","Gammaridae","Asselidae","Rhyacophilidae","Hydropsychidae","Polycentropodidae","Baetidae","Heptageniidae","Chironomidae","Tipulidae","Physidae","dissOperc","dissOmgl","pH","temp","BOD","ammonia","susSoils","TOM","nitrate","SRP","PO4yr","no3d","no3yr","nh3d","conductivity"
"Baetidae",0.608154767758047,0.88923581357892,0.800689298398352,0.963746868606498,0.496223841856546,0.419233493540404,0.834369793711901,0.195058241834147,0.513207253925554,0.88923581357892,NA,0.467319054395352,0.568212620078155,0.403083525123442,0.694360469065171,0.222154022242386,0.592240569474773,4.55082799737383e-05,0.397604851775634,0.14710560723399,0.0493355201640964,0.0803103902433375,0.24343022422987,0.858115030590962,0.624309483676824,0.0316786914007383,0.128189604883078,0.128189604980447,0.104862223857181,0.558225974586895
"Heptageniidae",0.620343378585098,0.775375173682205,0.707645355166722,0.61022511693441,0.588271457279535,0.586700096046442,0.763293566303246,0.732285637106119,0.648541316116576,0.775375173682205,0.467319054395352,NA,0.351669998028922,0.660381971241544,0.748174984856573,0.838044887688685,0.528155119477817,0.569164540361708,0.544486963120914,0.352700680938458,0.449053023956028,0.670999659803438,0.731730566174525,0.368672387944316,0.440606502945236,0.863537754960756,0.789197207853071,0.78919720765238,0.460712084942347,0.11506420482631
"Chironomidae",0.639642208034658,0.671660878810522,0.521000708810649,0.237748594301621,0.202239377653082,0.52054627759005,0.629903585746256,0.529854866873987,0.357783715612642,0.671660878810522,0.568212620078155,0.351669998028922,NA,0.677757105258774,0.446356761151262,0.643144273311743,0.517979430710518,0.495929373339207,0.168350558655543,0.752097200524404,0.0244947413048329,0.10146918941994,0.220438751624014,0.206238148627746,0.223473217897921,0.869629127036025,0.555719055664804,0.555719055525731,0.00053131734974432,0.485818396240192
"Tipulidae",0.22222723500038,0.979802052726093,0.858499882298745,0.818370062850418,0.388732083095428,0.0254072617640095,0.775556117109895,0.645422950707697,0.00103171947101455,0.979802052726093,0.403083525123442,0.660381971241544,0.677757105258774,NA,0.601204129246975,0.80456627927293,0.984084070452607,0.628478063704689,0.924760636203759,0.184033616802466,0.12570897088154,0.352645917241253,0.353192490949086,0.946259051934103,0.830492942283549,0.239745316452598,0.0704017628229929,0.0704017628601707,0.585412090751366,0.877325921880284
"Physidae",0.649262269346193,0.786654316597192,0.48351877203711,0.800135858818115,0.0296152780072481,0.470208216910825,0.702118179694442,0.839109598042633,0.59105327059466,0.786654316597192,0.694360469065171,0.748174984856573,0.446356761151262,0.601204129246975,NA,0.541785399892602,0.560830076566028,0.804250709370181,0.241478159057157,0.035914210994624,0.331026403953159,0.337319645377483,0.384685215672838,0.141576813617494,0.842326178668628,0.379572366096939,0.932229195239227,0.932229195152243,0.439815774604228,0.577174960927606
"dissOperc",0.505522386511551,0.454216319846842,0.357097251476952,0.472048903303158,0.873774167742539,0.0676458603379082,0.139654926826078,0.114801454526054,0.431784559651131,0.454216319846843,0.222154022242386,0.838044887688685,0.643144273311743,0.80456627927293,0.541785399892602,NA,0.195066575284327,0.0743586618484358,0.158506078222523,0.988353773499621,0.736647428384617,0.532899197038523,0.709279092422846,0.0676111102806565,0.169184786097718,0.255343412627774,0.303697728118903,0.303697728383735,0.695660173195784,0.780080068486474
"dissOmgl",0.788199028322351,0.705611463799837,0.842342757778772,0.406462526726205,0.0907253462415989,0.700619440869891,0.982226189008696,0.811036850614828,0.747752299214009,0.705611463799836,0.592240569474773,0.528155119477817,0.517979430710518,0.984084070452607,0.560830076566028,0.195066575284327,NA,0.519911535514165,0.00856766629047456,0.383184213143022,0.439878912417072,0.651009976503602,0.0744968093642082,0.180762274652747,0.0798093554722787,0.391336397976529,0.781016420739141,0.781016420416273,0.367680483096444,0.964195174002511
"pH",0.83589920062462,0.638391592328233,0.69906598035588,0.835424589955669,0.677915232612901,0.308887779050037,0.887301226821172,0.0442395018736761,0.814309976935692,0.63839159232823,4.55082799737383e-05,0.569164540361708,0.495929373339207,0.628478063704689,0.804250709370181,0.0743586618484358,0.519911535514165,NA,0.110940842697097,0.0905850409536493,0.0563775351069817,0.0712943788734017,0.451773461419654,0.332264064577279,0.213841176913566,0.00973196684941025,0.0982963101344991,0.0982963102625334,0.0994535241884442,0.383458038005978
"temp",0.90780275370221,0.929617720883776,0.672163245502219,0.929258479085221,0.0756603443882244,0.432678244570534,0.319940817496954,0.378517719354758,0.898452322699591,0.929617720883776,0.397604851775634,0.544486963120914,0.168350558655543,0.924760636203759,0.241478159057157,0.158506078222523,0.00856766629047456,0.110940842697097,NA,0.535917116907725,0.340769875870514,0.425214853655563,0.12921657019295,0.000333273086752017,0.000203296703593647,0.182340562604353,0.614202074699407,0.614202074725228,0.330094990124781,0.800808371659604
"BOD",0.246430870038378,0.912705542527054,0.649559282746124,0.32716267605227,0.53182972805368,0.0941700492441484,0.680074824617036,0.619852124012246,0.148261103327224,0.912705542527054,0.14710560723399,0.352700680938458,0.752097200524404,0.184033616802466,0.035914210994624,0.988353773499621,0.383184213143022,0.0905850409536493,0.535917116907725,NA,0.126680782732333,0.166660233037107,0.644389114604436,0.858984414804728,0.372525355969697,0.0780751572085607,0.689434137400103,0.689434137627351,0.400561732407242,0.199706804513817
"ammonia",0.21518082254811,0.798946836531278,0.975000994063056,0.97183045245942,0.401484134112827,0.280132643305627,0.814672661713634,0.465801847612913,0.172668429012537,0.798946836531278,0.0493355201640964,0.449053023956028,0.0244947413048329,0.12570897088154,0.331026403953159,0.736647428384617,0.439878912417072,0.0563775351069817,0.340769875870514,0.126680782732333,NA,0.165135561575243,0.0696088212245105,0.275459118830622,0.445026752011171,0.146417637044887,0.209643144192975,0.209643144364015,6.51626415804074e-06,0.0267735241736786
"susSoils",0.63062135947078,0.994992607583884,0.776504007081684,0.468318322411828,0.736830320009214,0.670227229417144,0.884126673242896,0.11132840628672,0.717557094925009,0.994992607583884,0.0803103902433375,0.670999659803438,0.10146918941994,0.352645917241253,0.337319645377483,0.532899197038523,0.651009976503602,0.0712943788734017,0.425214853655563,0.166660233037107,0.165135561575243,NA,0.506168344403337,0.813471158040025,0.845522134576265,0.136586326629355,0.153738578734729,0.153738578980844,0.0699727429179537,0.559895144735773
"TOM",0.430824916407024,0.425983812037013,0.603087313956396,0.235738421300118,0.859265141652524,0.91527751076141,0.778339405296018,0.35503340739842,0.998766867156448,0.425983812037013,0.24343022422987,0.731730566174525,0.220438751624014,0.353192490949086,0.384685215672838,0.709279092422846,0.0744968093642082,0.451773461419654,0.12921657019295,0.644389114604436,0.0696088212245105,0.506168344403337,NA,0.0868626271317372,0.462415925257649,0.952134345422491,0.272410162256426,0.272410162088949,0.0805088754949312,0.0972781112629184
"nitrate",0.940422867295351,0.75547555190623,0.914032456366251,0.918258101778049,0.205225218707298,0.358844442333675,0.508421254033543,0.1655062130602,0.961166117793463,0.75547555190623,0.858115030590962,0.368672387944316,0.206238148627746,0.946259051934103,0.141576813617494,0.0676111102806565,0.180762274652747,0.332264064577279,0.000333273086752017,0.858984414804728,0.275459118830622,0.813471158040025,0.0868626271317372,NA,9.76745496306108e-05,0.177827394023153,0.274047798020677,0.274047797995016,0.196088439722349,0.490875536205243
"SRP",0.870665952309498,0.874120708081565,0.923077632855075,0.886943403987503,0.144246757830956,0.338479224494988,0.401037367094321,0.0949297748767788,0.918243788356994,0.874120708081566,0.624309483676824,0.440606502945236,0.223473217897921,0.830492942283549,0.842326178668628,0.169184786097718,0.0798093554722787,0.213841176913566,0.000203296703593647,0.372525355969697,0.445026752011171,0.845522134576265,0.462415925257649,9.76745496306108e-05,NA,0.0367354363790624,0.50130861305444,0.501308613008829,0.265016767560643,0.108675962334976
"PO4yr",0.731191953624917,0.798374529632031,0.611529148959373,0.2074963301859,0.625507206905674,0.412740807264335,0.94214204695452,0.0255933546398817,0.663235663808847,0.798374529632031,0.0316786914007383,0.863537754960756,0.869629127036025,0.239745316452598,0.379572366096939,0.255343412627774,0.391336397976529,0.00973196684941025,0.182340562604353,0.0780751572085607,0.146417637044887,0.136586326629355,0.952134345422491,0.177827394023153,0.0367354363790624,NA,0.000758100287463037,0.000758100288411168,0.382227824462754,0.178001376577984
"no3d",0.969259463069681,0.663025358487834,0.650870599708998,0.0166961355722894,0.791413174736163,0.588686047086936,0.796109568401651,0.178703513603421,0.657938014318897,0.663025358487834,0.128189604883078,0.789197207853071,0.555719055664804,0.0704017628229929,0.932229195239227,0.303697728118903,0.781016420739141,0.0982963101344991,0.614202074699407,0.689434137400103,0.209643144192975,0.153738578734729,0.272410162256426,0.274047798020677,0.50130861305444,0.000758100287463037,NA,NA,0.366304169854772,0.878530658206823
"no3yr",0.969259463303779,0.663025358391304,0.650870599591368,0.016696135546632,0.791413174654402,0.588686047232496,0.796109568455817,0.17870351369316,0.657938014566764,0.663025358391304,0.128189604980447,0.78919720765238,0.555719055525731,0.0704017628601707,0.932229195152243,0.303697728383735,0.781016420416273,0.0982963102625334,0.614202074725228,0.689434137627351,0.209643144364015,0.153738578980844,0.272410162088949,0.274047797995016,0.501308613008829,0.000758100288411168,NA,NA,0.36630417007424,0.878530658439225
"nh3d",0.387634814375904,0.609478751558528,0.784651525953926,0.895496725711938,0.347975185985615,0.811311586115496,0.938297324651221,0.398375867352726,0.560671660498095,0.609478751558529,0.104862223857181,0.460712084942347,0.00053131734974432,0.585412090751366,0.439815774604228,0.695660173195784,0.367680483096444,0.0994535241884442,0.330094990124781,0.400561732407242,6.51626415804074e-06,0.0699727429179537,0.0805088754949312,0.196088439722349,0.265016767560643,0.382227824462754,0.366304169854772,0.36630417007424,NA,0.0974698005008328
"conductivity",0.17667147514998,0.683911105643726,0.814240192686604,0.31662813846665,0.541798658033323,0.382656661515562,0.683911105643726,0.207590708519099,0.552845517278361,0.683911105643726,0.558225974586895,0.11506420482631,0.485818396240192,0.877325921880284,0.577174960927606,0.780080068486474,0.964195174002511,0.383458038005978,0.800808371659604,0.199706804513817,0.0267735241736786,0.559895144735773,0.0972781112629184,0.490875536205243,0.108675962334976,0.178001376577984,0.878530658206823,0.878530658439225,0.0974698005008328,NA
